Driver,Team,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Stint,Compound,TyreLife,TrackStatus,EventName,SessionName,Year
BOR,Audi,10.0,,0 days 00:00:32.584000,0 days 00:00:20.584000,,2.0,SOFT,4.0,1,Australian Grand Prix,Q,2026
BOR,Audi,11.0,0 days 00:01:44.231000,0 days 00:00:44.480000,0 days 00:00:20.627000,0 days 00:00:39.124000,3.0,SOFT,1.0,1,Australian Grand Prix,Q,2026
BOR,Audi,12.0,0 days 00:01:39.431000,0 days 00:00:31.297000,0 days 00:00:20.457000,0 days 00:00:47.677000,3.0,SOFT,2.0,1,Australian Grand Prix,Q,2026
BOR,Audi,13.0,0 days 00:01:20.221000,0 days 00:00:28.272000,0 days 00:00:17.418000,0 days 00:00:34.531000,3.0,SOFT,3.0,1,Australian Grand Prix,Q,2026
BOR,Audi,14.0,,0 days 00:00:38.899000,0 days 00:00:22.106000,0 days 00:00:34.531000,3.0,SOFT,4.0,1,Australian Grand Prix,Q,2026
BEA,Haas F1 Team,1.0,,,0 days 00:00:21.307000,0 days 00:00:39.609000,1.0,SOFT,1.0,1,Australian Grand Prix,Q,2026
BEA,Haas F1 Team,2.0,0 days 00:01:21.408000,0 days 00:00:28.871000,0 days 00:00:17.684000,0 days 00:00:34.853000,1.0,SOFT,2.0,1,Australian Grand Prix,Q,2026
BEA,Haas F1 Team,3.0,0 days 00:01:52.229000,0 days 00:00:48.955000,0 days 00:00:21.330000,0 days 00:00:41.944000,1.0,SOFT,3.0,1,Australian Grand Prix,Q,2026
BEA,Haas F1 Team,4.0,0 days 00:01:21.247000,0 days 00:00:28.868000,0 days 00:00:17.643000,0 days 00:00:34.736000,1.0,SOFT,4.0,1,Australian Grand Prix,Q,2026
BEA,Haas F1 Team,5.0,,0 days 00:00:39.066000,0 days 00:00:20.113000,,1.0,SOFT,5.0,125,Australian Grand Prix,Q,2026
BEA,Haas F1 Team,6.0,0 days 00:01:48.796000,0 days 00:00:46.615000,0 days 00:00:20.684000,0 days 00:00:41.497000,2.0,SOFT,1.0,1,Australian Grand Prix,Q,2026
