Driver,Team,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Stint,Compound,TyreLife,TrackStatus,EventName,SessionName,Year
BOR,Audi,4.0,0 days 00:01:24.332000,0 days 00:00:29.499000,0 days 00:00:18.396000,0 days 00:00:36.437000,2.0,MEDIUM,4.0,1,Australian Grand Prix,FP1,2026
BOR,Audi,5.0,0 days 00:01:48.334000,0 days 00:00:40.496000,0 days 00:00:23.467000,0 days 00:00:44.371000,2.0,MEDIUM,5.0,1,Australian Grand Prix,FP1,2026
BOR,Audi,6.0,0 days 00:01:22.802000,0 days 00:00:28.921000,0 days 00:00:18.049000,0 days 00:00:35.832000,2.0,MEDIUM,6.0,1,Australian Grand Prix,FP1,2026
BOR,Audi,7.0,0 days 00:01:57.702000,0 days 00:00:44.017000,0 days 00:00:23.561000,0 days 00:00:50.124000,2.0,MEDIUM,7.0,1,Australian Grand Prix,FP1,2026
BOR,Audi,8.0,0 days 00:01:48.424000,0 days 00:00:29.235000,0 days 00:00:18.331000,0 days 00:01:00.858000,2.0,MEDIUM,8.0,1,Australian Grand Prix,FP1,2026
BOR,Audi,9.0,0 days 00:01:57.562000,0 days 00:00:42.426000,0 days 00:00:25.233000,0 days 00:00:49.903000,3.0,MEDIUM,9.0,1,Australian Grand Prix,FP1,2026
BOR,Audi,10.0,0 days 00:01:22.826000,0 days 00:00:28.966000,0 days 00:00:18.039000,0 days 00:00:35.821000,3.0,MEDIUM,10.0,1,Australian Grand Prix,FP1,2026
BOR,Audi,11.0,,0 days 00:00:36.019000,0 days 00:00:23.597000,,3.0,MEDIUM,11.0,1,Australian Grand Prix,FP1,2026
BOR,Audi,12.0,0 days 00:01:45.683000,0 days 00:00:38.494000,0 days 00:00:20.474000,0 days 00:00:46.715000,4.0,SOFT,1.0,1,Australian Grand Prix,FP1,2026
BOR,Audi,13.0,0 days 00:01:22.245000,0 days 00:00:28.671000,0 days 00:00:18.247000,0 days 00:00:35.327000,4.0,SOFT,2.0,1,Australian Grand Prix,FP1,2026
BOR,Audi,14.0,0 days 00:02:01.364000,0 days 00:00:45.658000,0 days 00:00:34.625000,0 days 00:00:41.081000,4.0,SOFT,3.0,1,Australian Grand Prix,FP1,2026
BOR,Audi,15.0,0 days 00:01:21.696000,0 days 00:00:28.432000,0 days 00:00:17.955000,0 days 00:00:35.309000,4.0,SOFT,4.0,1,Australian Grand Prix,FP1,2026
BOR,Audi,16.0,,0 days 00:00:38.678000,0 days 00:00:20.714000,,4.0,SOFT,5.0,1267,Australian Grand Prix,FP1,2026
BOR,Audi,17.0,0 days 00:02:01.843000,0 days 00:00:54.691000,0 days 00:00:18.892000,0 days 00:00:48.260000,5.0,MEDIUM,12.0,1,Australian Grand Prix,FP1,2026
BOR,Audi,18.0,0 days 00:01:55.773000,0 days 00:01:00.049000,0 days 00:00:18.347000,0 days 00:00:37.377000,6.0,MEDIUM,13.0,1,Australian Grand Prix,FP1,2026
BOR,Audi,19.0,0 days 00:01:25.242000,0 days 00:00:30.121000,0 days 00:00:18.202000,0 days 00:00:36.919000,6.0,MEDIUM,14.0,1,Australian Grand Prix,FP1,2026
BOR,Audi,20.0,0 days 00:01:25.384000,0 days 00:00:30.065000,0 days 00:00:18.221000,0 days 00:00:37.098000,6.0,MEDIUM,15.0,1,Australian Grand Prix,FP1,2026
BOR,Audi,21.0,0 days 00:01:25.102000,0 days 00:00:29.888000,0 days 00:00:18.129000,0 days 00:00:37.085000,6.0,MEDIUM,16.0,1,Australian Grand Prix,FP1,2026
BOR,Audi,22.0,,0 days 00:00:42.983000,0 days 00:00:23.580000,0 days 00:01:34.147000,6.0,MEDIUM,17.0,1,Australian Grand Prix,FP1,2026
BOR,Audi,23.0,,0 days 00:00:39.856000,0 days 00:00:28.611000,,6.0,MEDIUM,18.0,1,Australian Grand Prix,FP1,2026
HAD,Red Bull Racing,1.0,0 days 00:02:09.144000,0 days 00:01:02.292000,0 days 00:00:22.072000,0 days 00:00:44.780000,1.0,MEDIUM,1.0,12,Australian Grand Prix,FP1,2026
HAD,Red Bull Racing,2.0,0 days 00:02:15.787000,0 days 00:00:33.445000,0 days 00:00:34.367000,0 days 00:01:07.975000,1.0,MEDIUM,2.0,267,Australian Grand Prix,FP1,2026
HAD,Red Bull Racing,3.0,0 days 00:01:50.429000,0 days 00:00:42.230000,0 days 00:00:22.872000,0 days 00:00:45.327000,1.0,MEDIUM,3.0,71,Australian Grand Prix,FP1,2026
HAD,Red Bull Racing,4.0,0 days 00:01:24.147000,0 days 00:00:29.713000,0 days 00:00:18.115000,0 days 00:00:36.319000,1.0,MEDIUM,4.0,1,Australian Grand Prix,FP1,2026
HAD,Red Bull Racing,5.0,0 days 00:02:20.850000,0 days 00:00:50.576000,0 days 00:00:35.534000,0 days 00:00:54.740000,1.0,MEDIUM,5.0,1,Australian Grand Prix,FP1,2026
HAD,Red Bull Racing,6.0,0 days 00:01:22.900000,0 days 00:00:29.366000,0 days 00:00:17.872000,0 days 00:00:35.662000,1.0,MEDIUM,6.0,1,Australian Grand Prix,FP1,2026
HAD,Red Bull Racing,7.0,,0 days 00:00:58.206000,0 days 00:00:38.074000,0 days 00:00:58.210000,1.0,MEDIUM,7.0,1,Australian Grand Prix,FP1,2026
HAD,Red Bull Racing,8.0,0 days 00:01:21.888000,0 days 00:00:28.927000,0 days 00:00:17.756000,0 days 00:00:35.205000,1.0,MEDIUM,8.0,1,Australian Grand Prix,FP1,2026
HAD,Red Bull Racing,9.0,0 days 00:02:29.235000,0 days 00:00:53.361000,0 days 00:00:29.252000,0 days 00:01:06.622000,1.0,MEDIUM,9.0,1,Australian Grand Prix,FP1,2026
HAD,Red Bull Racing,10.0,0 days 00:01:53.861000,0 days 00:00:45.025000,0 days 00:00:21.021000,0 days 00:00:47.815000,2.0,MEDIUM,10.0,1,Australian Grand Prix,FP1,2026
HAD,Red Bull Racing,11.0,0 days 00:01:21.460000,0 days 00:00:28.729000,0 days 00:00:17.724000,0 days 00:00:35.007000,2.0,MEDIUM,11.0,1,Australian Grand Prix,FP1,2026
HAD,Red Bull Racing,12.0,,0 days 00:00:55.020000,0 days 00:00:21.202000,,2.0,MEDIUM,12.0,1,Australian Grand Prix,FP1,2026
HAD,Red Bull Racing,13.0,0 days 00:01:52.217000,0 days 00:00:44.844000,0 days 00:00:23.708000,0 days 00:00:43.665000,3.0,SOFT,1.0,1,Australian Grand Prix,FP1,2026
HAD,Red Bull Racing,14.0,0 days 00:01:21.087000,0 days 00:00:28.621000,0 days 00:00:17.620000,0 days 00:00:34.846000,3.0,SOFT,2.0,1,Australian Grand Prix,FP1,2026
HAD,Red Bull Racing,15.0,,0 days 00:00:54.159000,0 days 00:00:31.519000,0 days 00:01:10.422000,3.0,SOFT,3.0,1,Australian Grand Prix,FP1,2026
HAD,Red Bull Racing,16.0,0 days 00:02:03.207000,0 days 00:00:54.533000,0 days 00:00:25.485000,0 days 00:00:43.189000,4.0,SOFT,4.0,1,Australian Grand Prix,FP1,2026
HAD,Red Bull Racing,17.0,,0 days 00:00:48.119000,0 days 00:00:29.990000,,4.0,SOFT,5.0,1267,Australian Grand Prix,FP1,2026
HAD,Red Bull Racing,18.0,0 days 00:01:56.251000,0 days 00:00:59.596000,0 days 00:00:18.874000,0 days 00:00:37.781000,5.0,MEDIUM,13.0,1,Australian Grand Prix,FP1,2026
HAD,Red Bull Racing,19.0,0 days 00:01:25.276000,0 days 00:00:30.126000,0 days 00:00:18.312000,0 days 00:00:36.838000,5.0,MEDIUM,14.0,1,Australian Grand Prix,FP1,2026
HAD,Red Bull Racing,20.0,0 days 00:01:25.702000,0 days 00:00:29.787000,0 days 00:00:18.320000,0 days 00:00:37.595000,5.0,MEDIUM,15.0,1,Australian Grand Prix,FP1,2026
HAD,Red Bull Racing,21.0,0 days 00:01:24.879000,0 days 00:00:29.920000,0 days 00:00:18.096000,0 days 00:00:36.863000,5.0,MEDIUM,16.0,1,Australian Grand Prix,FP1,2026
HAD,Red Bull Racing,22.0,0 days 00:01:25.112000,0 days 00:00:29.838000,0 days 00:00:18.077000,0 days 00:00:37.197000,5.0,MEDIUM,17.0,1,Australian Grand Prix,FP1,2026
HAD,Red Bull Racing,23.0,,0 days 00:00:51.344000,0 days 00:00:30.036000,,5.0,MEDIUM,18.0,1,Australian Grand Prix,FP1,2026
HAD,Red Bull Racing,24.0,,0 days 00:00:32.141000,0 days 00:00:19.916000,,5.0,MEDIUM,19.0,1,Australian Grand Prix,FP1,2026
GAS,Alpine,1.0,0 days 00:02:05.377000,0 days 00:00:51.392000,0 days 00:00:21.802000,0 days 00:00:52.183000,1.0,MEDIUM,1.0,26,Australian Grand Prix,FP1,2026
GAS,Alpine,2.0,0 days 00:02:02.316000,0 days 00:00:43.369000,0 days 00:00:20.627000,0 days 00:00:58.320000,1.0,MEDIUM,2.0,671,Australian Grand Prix,FP1,2026
GAS,Alpine,3.0,0 days 00:01:28.397000,0 days 00:00:31.852000,0 days 00:00:18.425000,0 days 00:00:38.120000,1.0,MEDIUM,3.0,1,Australian Grand Prix,FP1,2026
GAS,Alpine,4.0,0 days 00:01:46.631000,0 days 00:00:36.490000,0 days 00:00:23.071000,0 days 00:00:47.070000,1.0,MEDIUM,4.0,1,Australian Grand Prix,FP1,2026
GAS,Alpine,5.0,0 days 00:01:26.130000,0 days 00:00:30.342000,0 days 00:00:18.762000,0 days 00:00:37.026000,1.0,MEDIUM,5.0,1,Australian Grand Prix,FP1,2026
GAS,Alpine,6.0,0 days 00:02:02.577000,0 days 00:00:42.684000,0 days 00:00:29.710000,0 days 00:00:50.183000,1.0,MEDIUM,6.0,1,Australian Grand Prix,FP1,2026
GAS,Alpine,7.0,0 days 00:01:25.477000,0 days 00:00:29.657000,0 days 00:00:19.182000,0 days 00:00:36.638000,1.0,MEDIUM,7.0,1,Australian Grand Prix,FP1,2026
GAS,Alpine,8.0,0 days 00:02:01.103000,0 days 00:00:43.045000,0 days 00:00:25.192000,0 days 00:00:52.866000,1.0,MEDIUM,8.0,1,Australian Grand Prix,FP1,2026
GAS,Alpine,9.0,0 days 00:01:44.567000,0 days 00:00:37.816000,0 days 00:00:21.448000,0 days 00:00:45.303000,1.0,MEDIUM,9.0,1,Australian Grand Prix,FP1,2026
GAS,Alpine,10.0,0 days 00:01:25.499000,0 days 00:00:29.721000,0 days 00:00:18.810000,0 days 00:00:36.968000,1.0,MEDIUM,10.0,1,Australian Grand Prix,FP1,2026
GAS,Alpine,11.0,,0 days 00:00:38.688000,0 days 00:00:22.638000,0 days 00:01:38.395000,1.0,MEDIUM,11.0,1,Australian Grand Prix,FP1,2026
GAS,Alpine,12.0,0 days 00:01:58.288000,0 days 00:00:41.016000,0 days 00:00:19.058000,0 days 00:00:58.214000,2.0,MEDIUM,12.0,1,Australian Grand Prix,FP1,2026
GAS,Alpine,13.0,,0 days 00:00:32.341000,0 days 00:00:20.674000,,2.0,MEDIUM,13.0,1,Australian Grand Prix,FP1,2026
GAS,Alpine,14.0,0 days 00:01:44.902000,0 days 00:00:38.635000,0 days 00:00:19.338000,0 days 00:00:46.929000,3.0,SOFT,1.0,1,Australian Grand Prix,FP1,2026
GAS,Alpine,15.0,0 days 00:01:55.639000,0 days 00:00:40.546000,0 days 00:00:26.105000,0 days 00:00:48.988000,3.0,SOFT,2.0,1,Australian Grand Prix,FP1,2026
GAS,Alpine,16.0,0 days 00:01:25.386000,0 days 00:00:29.790000,0 days 00:00:18.890000,0 days 00:00:36.706000,3.0,SOFT,3.0,1,Australian Grand Prix,FP1,2026
GAS,Alpine,17.0,0 days 00:02:03.201000,0 days 00:00:46.002000,0 days 00:00:25.377000,0 days 00:00:51.822000,3.0,SOFT,4.0,1,Australian Grand Prix,FP1,2026
GAS,Alpine,18.0,0 days 00:01:45.499000,0 days 00:00:39.650000,0 days 00:00:23.203000,0 days 00:00:42.646000,3.0,SOFT,5.0,1,Australian Grand Prix,FP1,2026
GAS,Alpine,19.0,0 days 00:01:24.794000,0 days 00:00:29.331000,0 days 00:00:18.946000,0 days 00:00:36.517000,3.0,SOFT,6.0,1,Australian Grand Prix,FP1,2026
GAS,Alpine,20.0,0 days 00:02:00.222000,0 days 00:00:46.557000,0 days 00:00:25.794000,0 days 00:00:47.871000,3.0,SOFT,7.0,1,Australian Grand Prix,FP1,2026
GAS,Alpine,21.0,0 days 00:01:42.365000,0 days 00:00:29.308000,0 days 00:00:18.109000,0 days 00:00:54.948000,3.0,SOFT,8.0,126,Australian Grand Prix,FP1,2026
GAS,Alpine,22.0,0 days 00:02:04.763000,0 days 00:00:41.318000,0 days 00:00:26.365000,0 days 00:00:57.080000,3.0,SOFT,9.0,67,Australian Grand Prix,FP1,2026
GAS,Alpine,23.0,0 days 00:01:54.319000,0 days 00:00:40.498000,0 days 00:00:26.335000,0 days 00:00:47.486000,3.0,SOFT,10.0,71,Australian Grand Prix,FP1,2026
GAS,Alpine,24.0,0 days 00:01:24.271000,0 days 00:00:29.577000,0 days 00:00:18.452000,0 days 00:00:36.242000,3.0,SOFT,11.0,1,Australian Grand Prix,FP1,2026
GAS,Alpine,25.0,0 days 00:01:58.898000,0 days 00:00:44.031000,0 days 00:00:27.122000,0 days 00:00:47.745000,3.0,SOFT,12.0,1,Australian Grand Prix,FP1,2026
GAS,Alpine,26.0,0 days 00:01:24.035000,0 days 00:00:28.982000,0 days 00:00:18.597000,0 days 00:00:36.456000,3.0,SOFT,13.0,1,Australian Grand Prix,FP1,2026
GAS,Alpine,27.0,,0 days 00:00:42.343000,0 days 00:00:30.441000,,3.0,SOFT,14.0,1,Australian Grand Prix,FP1,2026
PER,Cadillac,1.0,0 days 00:02:08.844000,0 days 00:00:47.838000,0 days 00:00:24.897000,0 days 00:00:56.109000,1.0,MEDIUM,1.0,71,Australian Grand Prix,FP1,2026
PER,Cadillac,2.0,0 days 00:01:30.437000,0 days 00:00:32.908000,0 days 00:00:18.694000,0 days 00:00:38.835000,1.0,MEDIUM,2.0,1,Australian Grand Prix,FP1,2026
PER,Cadillac,3.0,0 days 00:01:59.128000,0 days 00:00:44.395000,0 days 00:00:25.572000,0 days 00:00:49.161000,1.0,MEDIUM,3.0,1,Australian Grand Prix,FP1,2026
PER,Cadillac,4.0,0 days 00:01:27.407000,0 days 00:00:31.222000,0 days 00:00:18.409000,0 days 00:00:37.776000,1.0,MEDIUM,4.0,1,Australian Grand Prix,FP1,2026
PER,Cadillac,5.0,,0 days 00:00:49.088000,0 days 00:00:22.916000,,1.0,MEDIUM,5.0,1,Australian Grand Prix,FP1,2026
PER,Cadillac,6.0,0 days 00:01:47.583000,0 days 00:00:40.008000,0 days 00:00:20.692000,0 days 00:00:46.883000,2.0,MEDIUM,6.0,1,Australian Grand Prix,FP1,2026
PER,Cadillac,7.0,0 days 00:01:26.132000,0 days 00:00:30.245000,0 days 00:00:18.912000,0 days 00:00:36.975000,2.0,MEDIUM,7.0,1,Australian Grand Prix,FP1,2026
PER,Cadillac,8.0,,0 days 00:00:42.089000,0 days 00:00:21.890000,,2.0,MEDIUM,8.0,1,Australian Grand Prix,FP1,2026
PER,Cadillac,9.0,0 days 00:01:44.190000,0 days 00:00:40.570000,0 days 00:00:20.735000,0 days 00:00:42.885000,3.0,SOFT,1.0,1,Australian Grand Prix,FP1,2026
PER,Cadillac,10.0,0 days 00:01:24.620000,0 days 00:00:29.655000,0 days 00:00:18.329000,0 days 00:00:36.636000,3.0,SOFT,2.0,1,Australian Grand Prix,FP1,2026
PER,Cadillac,11.0,0 days 00:01:54.585000,0 days 00:00:39.846000,0 days 00:00:26.066000,0 days 00:00:48.673000,3.0,SOFT,3.0,12,Australian Grand Prix,FP1,2026
PER,Cadillac,12.0,0 days 00:02:16.984000,0 days 00:00:42.271000,0 days 00:00:27.743000,0 days 00:01:06.970000,3.0,SOFT,4.0,26,Australian Grand Prix,FP1,2026
PER,Cadillac,13.0,0 days 00:02:07.152000,0 days 00:00:59.624000,0 days 00:00:22.640000,0 days 00:00:44.888000,4.0,SOFT,5.0,671,Australian Grand Prix,FP1,2026
PER,Cadillac,14.0,,0 days 00:00:44.381000,0 days 00:00:27.582000,,4.0,SOFT,6.0,1,Australian Grand Prix,FP1,2026
ANT,Mercedes,1.0,,,0 days 00:00:22.790000,0 days 00:01:11.116000,1.0,MEDIUM,1.0,126,Australian Grand Prix,FP1,2026
ANT,Mercedes,2.0,0 days 00:02:03.516000,0 days 00:00:50.749000,0 days 00:00:21.172000,0 days 00:00:51.595000,2.0,MEDIUM,2.0,671,Australian Grand Prix,FP1,2026
ANT,Mercedes,3.0,0 days 00:01:24.363000,0 days 00:00:29.885000,0 days 00:00:18.270000,0 days 00:00:36.208000,2.0,MEDIUM,3.0,1,Australian Grand Prix,FP1,2026
ANT,Mercedes,4.0,0 days 00:01:51.050000,0 days 00:00:41.080000,0 days 00:00:26.408000,0 days 00:00:43.562000,2.0,MEDIUM,4.0,1,Australian Grand Prix,FP1,2026
ANT,Mercedes,5.0,0 days 00:01:22.812000,0 days 00:00:29.042000,0 days 00:00:18.425000,0 days 00:00:35.345000,2.0,MEDIUM,5.0,1,Australian Grand Prix,FP1,2026
ANT,Mercedes,6.0,0 days 00:02:03.070000,0 days 00:00:45.264000,0 days 00:00:31.021000,0 days 00:00:46.785000,2.0,MEDIUM,6.0,1,Australian Grand Prix,FP1,2026
ANT,Mercedes,7.0,0 days 00:01:22.495000,0 days 00:00:28.996000,0 days 00:00:18.059000,0 days 00:00:35.440000,2.0,MEDIUM,7.0,1,Australian Grand Prix,FP1,2026
ANT,Mercedes,8.0,0 days 00:02:18.477000,0 days 00:01:08.418000,0 days 00:00:23.429000,0 days 00:00:46.630000,2.0,MEDIUM,8.0,1,Australian Grand Prix,FP1,2026
ANT,Mercedes,9.0,0 days 00:01:52.701000,0 days 00:00:37.455000,0 days 00:00:23.537000,0 days 00:00:51.709000,2.0,MEDIUM,9.0,1,Australian Grand Prix,FP1,2026
ANT,Mercedes,10.0,,0 days 00:01:33.603000,0 days 00:00:20.153000,,3.0,MEDIUM,10.0,1,Australian Grand Prix,FP1,2026
ANT,Mercedes,11.0,0 days 00:01:53.635000,0 days 00:00:49.236000,0 days 00:00:21.289000,0 days 00:00:43.110000,4.0,SOFT,1.0,1,Australian Grand Prix,FP1,2026
ANT,Mercedes,12.0,0 days 00:01:46.772000,0 days 00:00:40.598000,0 days 00:00:23.113000,0 days 00:00:43.061000,4.0,SOFT,2.0,1,Australian Grand Prix,FP1,2026
ANT,Mercedes,13.0,0 days 00:01:21.376000,0 days 00:00:28.490000,0 days 00:00:17.976000,0 days 00:00:34.910000,4.0,SOFT,3.0,1,Australian Grand Prix,FP1,2026
ANT,Mercedes,14.0,,0 days 00:00:36.801000,0 days 00:00:23.662000,,4.0,SOFT,4.0,1,Australian Grand Prix,FP1,2026
ANT,Mercedes,15.0,0 days 00:02:18.506000,0 days 00:01:13.743000,0 days 00:00:18.673000,0 days 00:00:46.090000,5.0,MEDIUM,11.0,126,Australian Grand Prix,FP1,2026
ANT,Mercedes,16.0,0 days 00:02:06.245000,0 days 00:00:42.493000,0 days 00:00:26.892000,0 days 00:00:56.860000,5.0,MEDIUM,12.0,6,Australian Grand Prix,FP1,2026
ANT,Mercedes,17.0,0 days 00:01:31.368000,0 days 00:00:34.929000,0 days 00:00:19.110000,0 days 00:00:37.329000,5.0,MEDIUM,13.0,671,Australian Grand Prix,FP1,2026
ANT,Mercedes,18.0,0 days 00:01:24.991000,0 days 00:00:29.707000,0 days 00:00:18.703000,0 days 00:00:36.581000,5.0,MEDIUM,14.0,1,Australian Grand Prix,FP1,2026
ANT,Mercedes,19.0,0 days 00:01:24.301000,0 days 00:00:29.615000,0 days 00:00:18.413000,0 days 00:00:36.273000,5.0,MEDIUM,15.0,1,Australian Grand Prix,FP1,2026
ANT,Mercedes,20.0,0 days 00:01:24.181000,0 days 00:00:29.284000,0 days 00:00:18.647000,0 days 00:00:36.250000,5.0,MEDIUM,16.0,1,Australian Grand Prix,FP1,2026
ANT,Mercedes,21.0,0 days 00:01:47.880000,0 days 00:00:29.245000,0 days 00:00:18.352000,0 days 00:01:00.283000,5.0,MEDIUM,17.0,1,Australian Grand Prix,FP1,2026
ANT,Mercedes,22.0,0 days 00:02:25.106000,0 days 00:01:27.934000,0 days 00:00:20.701000,0 days 00:00:36.471000,6.0,SOFT,5.0,1,Australian Grand Prix,FP1,2026
ANT,Mercedes,23.0,,0 days 00:00:39.888000,0 days 00:00:23.170000,,6.0,SOFT,6.0,1,Australian Grand Prix,FP1,2026
ANT,Mercedes,24.0,,0 days 00:00:36.562000,0 days 00:00:21.204000,,6.0,SOFT,7.0,1,Australian Grand Prix,FP1,2026
